id;country
de Leon, Natalia;United States
Kaeppler, Shawn M;United States
Verma, Dipesh Kumar;India
Chaudhary, Chetna;India
Singh, Latika;India
Sidhu, Chandni;India
Siddhardha, Busi;India
Prasad, Senthil E;India
Thakur, Krishan Gopal;India
Norri, Tuukka;Finland
Fang, Bao-Zhu;China
Li, Wen-Jun;China
Yeboah-Manu, Dorothy;Ghana
Li, Weiguo;China
Doležel, Jaroslav;Czechia
Plott, Christopher;United States
Zhou, Danying;China
Xu, Teng;China
Pintado, Adrián;Spain
Ramos, Cayo;Spain
Sun, Zhong-Zhi;China
Xie, Bin-Bin;China
Collingro, Astrid;Austria
Horn, Matthias;Austria
Fraqueza, Maria J;Portugal
Bartels, Mette D;Denmark
Goncalves, Luisa;Portugal
Paixão, Paulo;Portugal
Goncalves, Elsa;Portugal
Toscano, Cristina;Portugal
Empel, Joanna;Poland
Urbaś, Malgorzata;Poland
de Lencastre, Hermínia;Portugal
Miragaia, Maria;Portugal
Liang, Yili;China
Aherfi, Sarah;France
La Scola, Bernard;France
Colson, Philippe;France
Deshpande, Santosh P;India
Yang, Xun;United States
Meng, Jianghong;United States
Ghosh, Preetam;United States
Ramos, Rommel;Brazil
Liang, Chengzhi;China
Dar, Hamza Arshad;Pakistan
Tao, Yongfu;Australia
Zhao, Xianrong;Australia
Jordan, David;Australia
Mace, Emma;Australia
Zoledowska, Sabina;Poland
Motyka-Pomagruk, Agata;Poland
Lojkowska, Ewa;Poland
Bouchami, Ons;Portugal
Hassan, Karl A;Australia
Elbourne, Liam D H;Australia
Weller, David M;United States
Thomashow, Linda S;United States
Mavrodi, Dmitri V;United States
Vapalahti, Olli;Finland
Wolter, Laura A;Germany
Feng, Yuqing;China
Hu, Yongfei;China
Lau, Billy T;United States
Pavlichin, Dmitri;United States
Hooker, Anna C;United States
Almeda, Alison;United States
Shin, Giwon;United States
Chen, Jiamin;United States
Sahoo, Malaya K;United States
Pinsky, Benjamin A;United States
Dong, Ha Thanh;Thailand
Senapin, Saengchan;Thailand
Goltsman, Eugene;United States
Vogel, John P;United States
Chen, Chaoyun;China
Wang, Lusheng;China
Stubberfield, Emma;United Kingdom
Gweon, H Soon;United Kingdom
Pickford, Hayleah;United Kingdom
Swann, Jeremy;United Kingdom
Gilson, Daniel;United Kingdom
Smith, Richard P;United Kingdom
Hoosdally, Sarah J;United Kingdom
Sebra, Robert;United States
Bailey, Mark J;United Kingdom
Anjum, Muna F;United Kingdom
Walker, A Sarah;United Kingdom
Zhang, Si;China
Lorenzi, Jean-Noël;France
Lespinet, Olivier;France
Leblond, Pierre;France
Müller, Thomas;Switzerland
Roulin, Anne C;Switzerland
Ens, Jennifer;Canada
Boston, Lori B;Unknown
Lugli, Gabriele Andrea;Italy
Rong, Jin-Cheng;China
González-Escalona, Narjol;United States
Fresia, Pablo;Uruguay
Weisshaar, Bernd;Germany
Makarova, Kira S;United States
Mageiros, Leonardos;United Kingdom
Méric, Guillaume;United Kingdom
Wilkinson, Thomas S;United Kingdom
Feil, Edward J;United Kingdom
Hach, Faraz;Canada
Jeong, Yujin;Korea, Democratic People's Republic of
Cho, Byung-Kwan;Korea, Democratic People's Republic of
Vázquez-Rosas-Landa, Mirna;Mexico
Ibarra-Laclette, Enrique;Mexico
Choudhary, Kumari Sonal;United States
Schreiber, Mona;Germany
Gomez-Gil, Bruno;Mexico
Suzuki, Masato;Japan
Hirabayashi, Aki;Japan
Alessandri, Giulia;Italy
Mancabelli, Leonardo;Italy
Longhi, Giulia;Italy
Anzalone, Rosaria;Italy
Viappiani, Alice;Italy
Ventura, Marco;Italy
Turroni, Francesca;Italy
Milani, Christian;Italy
Blesa, Alba;Spain
Berenguer, José;Spain
Brinkmann, Henner;Germany
Petersen, Jörn;Germany
Dalsgaard, Inger;Denmark
Fagorzi, Camilla;Italy
Decorosi, Francesca;Italy
Viti, Carlo;Italy
Mengoni, Alessio;Italy
diCenzo, George C;Italy
Wang, Chunchao;China
Zhu, Xitong;China
Xing, Feng;China
Wei, Yi;China
Steuernagel, Burkhard;United Kingdom
Margolles, Abelardo;Spain
Cho, Eun-Ji;Korea, Democratic People's Republic of
Köllner, Tobias G;Germany
Guo, Liang;China
Zhou, Zhemin;United Kingdom
Achtman, Mark;United Kingdom
Kumar, Roshan;United States
Livingstone, Paul G;United Kingdom
Bradbury, Peter J;United States
Woyke, Tanja;United States
Lapidus, Alla;United States
Harris, Llinos G;United Kingdom
Post, Virginia;Switzerland
Mack, Dietrich;Germany
Morgenstern, Mario;Switzerland
Rohde, Holger;Germany
Moriarty, T Fintan;Switzerland
Nielsen, Lars K;Australia
Marcellin, Esteban;Australia
Sánchez-Osuna, Miquel;Spain
Cortés, Pilar;Spain
Barbé, Jordi;Spain
Erill, Ivan;United States
Fang, Xin;United States
Ross, Daniel E;United States
Marshall, Christopher W;United States
May, Harold D;United States
Norman, R Sean;United States
Psomopoulos, Fotis E;Greece
Ouzounis, Christos A;Greece
Zhang, Xiufeng;China
Rasko, David A;United States
de Toro, María;Spain
Blanco, Jorge;Spain
Yang, Ling-Ling;China
Jiang, Zhao;China
Zhi, Xiao-Yang;China
Yang, Fei;China
Midwinter, Anne C;New Zealand
Wilkinson, David A;New Zealand
French, Nigel P;New Zealand
Thakur, Shalabh;Canada
Guttman, David S;Canada
Eguiarte, Luis E;Mexico
Emond-Rheault, Jean-Guillaume;Canada
Kukavica-Ibrulj, Irena;Canada
Laing, Chad R;Canada
Gannon, Victor P J;Canada
Badet, Thomas;Switzerland
Thompson, Fabiano;Brazil
Thompson, Cristiane;Brazil
Garrido-Sanz, Daniel;Spain
Redondo-Nieto, Miguel;Spain
Martín, Marta;Spain
Rivilla, Rafael;Spain
Ghaffaari, Ali;Germany
Kaur, Punit;India
Chen, Chih-Chieh;Morocco
Molina, Lázaro;Spain
Segura, Ana;Spain
Duque, Estrella;Spain
Ramos, Juan-Luis;Spain
Kim, Yeon Bee;South Korea
Kim, Joon Yong;Korea, Democratic People's Republic of
Song, Hye Seon;South Korea
Lee, Se Hee;Korea, Democratic People's Republic of
Myoung, Jinjong;Korea, Democratic People's Republic of
Rhee, Jin-Kyu;South Korea
van Tonder, Andries J;United Kingdom
Baraúna, Rafael A;Brazil
Oh, Young Joon;Korea, Democratic People's Republic of
Park, Hyo Kyeong;Korea, Democratic People's Republic of
Lim, Seul Ki;Korea, Democratic People's Republic of
Kwon, Min-Sung;Korea, Democratic People's Republic of
Choi, Hak-Jong;Korea, Democratic People's Republic of
Kudrna, Dave;United States
Lee, Seunghee;United States
Leung, Hei;Philippines
Miller, Elizabeth A;United States
Flores Figueroa, Cristian;United States
Johnson, Timothy J;United States
Anand, Amitesh;Unknown
Yang, Laurence;Unknown
Zhou, Jing;China
Liang, Long;China
Khan, Asma M A M;United States
Hauk, Valerie J;United States
Blumer-Schuette, Sara E;United States
Lukjancenko, Oksana;Denmark
Laflamme, Bradley;Canada
Martel, Alexandre;Canada
Almeida, Renan N D;Canada
Desveaux, Darrell;Canada
Rodrigues, Rodrigo Araújo Lima;Brazil
Andreani, Julien;France
Abrahão, Jônatas Santos;Brazil
Mende, Daniel R;Germany
Sunagawa, Shinichi;Germany
Oggenfuss, Ursula;Switzerland
Sherman, Rachel M;United States
Nagar, Shekhar;India
Negi, Ram Krishan;India
Zhang, Xiuqing;China
Bolund, Lars;China
Park, Cooper J;United States
Heo, Sojeong;Korea, Democratic People's Republic of
Lee, Jong-Hoon;Korea, Democratic People's Republic of
Jeong, Do-Won;Korea, Democratic People's Republic of
Tettelin, Hervé;United States
Jandrasits, Christine;Germany
Renard, Bernhard Y;Germany
Du, Duo;China
Zhao, Yue;China
Eggertsson, Hannes P;Iceland
Kristmundsdottir, Snaedis;Iceland
Jonsson, Hakon;Iceland
Gudbjartsson, Daniel F;Iceland
Stefansson, Kari;Iceland
Halldorsson, Bjarni V;Iceland
Melsted, Pall;Iceland
Bustos, Patricia;Mexico
Martínez-Flores, Irma;Mexico
González, Víctor;Mexico
Vishnu, Udayakumar S;India
Sankarasubramanian, Jagadesan;India
Gunasekaran, Paramasamy;India
Chapeton-Montes, Diana;France
Plourde, Lucile;France
Criscuolo, Alexis;France
Popoff, Michel Robert;France
Hall, Lindsay J;United Kingdom
Shehroz, Muhammad;Andorra
Kim, Kyung Hyun;Korea, Democratic People's Republic of
Chun, Byung Hee;Korea, Democratic People's Republic of
Felten, Arnaud;France
Mistou, Michel-Yves;France
Yang, Zhishuang;China
Liu, Yunya;China
Zhang, Ling;China
Yu, Yanling;China
Chen, Xiaoyue;China
Lajus, Aurélie;France
Langlois, Jordan;France
Roche, David;France
Rollin, Johan;France
Rouy, Zoe;France
O'Brien, Claire L;Australia
Yang, Pengshuo;China
Zhao, Yongbing;United States
Tett, Adrian;Italy
Asnicar, Francesco;Italy
Manghi, Paolo;Italy
Zolfo, Moreno;Italy
Thorpe, Harry A;United Kingdom
Pang, Bo;China
Dolatabadian, Aria;Australia
Hjerde, Erik;Norway
Klingenberg, Claus;Norway
Cavanagh, Jorunn Pauline;Norway
Safari, Maryam;Iran, Islamic Republic of
Shariati J, Vahid;Iran, Islamic Republic of
Kavvas, Erol;United States
Naz, Kanwal;Pakistan
Xing, Juyuan;China
Sun, Yingjiao;China
Zhao, Juanjuan;China
Miao, Shaohua;China
Xiong, Qin;China
Zhang, Yonggang;China
Zhang, Guishan;China
McCarthy, Charley G P;Ireland
Sun, Chen;China
Lehours, Philippe;France
Sutcliffe, Iain C;United Kingdom
Sangal, Vartul;United Kingdom
Fontana, Alessandra;Italy
Treu, Laura;Italy
Campanaro, Stefano;Italy
Morelli, Lorenzo;Italy
Jeong, Sang Eun;Korea, Democratic People's Republic of
Gemmell, Matthew R;United Kingdom
Berry, Susan;United Kingdom
Hansen, Richard;United Kingdom
Nielsen, Henrik;Denmark
Bajaj-Elliott, Mona;United Kingdom
Hold, Georgina L;United States
Vincent, Antony T;Canada
Goarant, Cyrille;New Caledonia
Thibeaux, Roman;New Caledonia
Reinhardt, Richard;Germany
Weir, Bevan S;New Zealand
Knight, Daniel R;Australia
Riley, Thomas V;Australia
Raymond, Frédéric;Canada
Déraspe, Maxime;Canada
Roy, Paul H;Canada
Corbeil, Jacques;Canada
Bochkareva, Olga O;Russian Federation
Gelfand, Mikhail S;Russian Federation
Legendre, Matthieu;France
Alempic, Jean-Marie;France
Philippe, Nadège;France
Lartigue, Audrey;France
Jeudy, Sandra;France
Poirot, Olivier;France
Couté, Yohann;France
Abergel, Chantal;France
Claverie, Jean-Michel;France
Naz, Anam;Pakistan
Ahmad, Jamil;Pakistan
Bray, James E;United Kingdom
Holmes, David S;Chile
Velsko, Irina M;Unknown
Richards, Vincent P;Unknown
Raphael, Brian H;United States
Winchell, Jonas M;United States
Caputo, Aurélia;France
Salloum, Tamara;Lebanon
Panossian, Balig;Lebanon
Tokajian, Sima;Lebanon
Wulff, Brande B H;United Kingdom
Tang, Shanmei;China
Li, Junhua;China
Jia, Huijue;China
Mancino, Walter;Italy
Duranti, Sabrina;Italy
Mangifesta, Marta;Italy
Forman, Juliet;United States
Antonescu, Valentin;United States
Daya, Michelle;United States
Rafaels, Nicholas;United States
Boorgula, Meher Preethi;United States
Chavan, Sameer;United States
Ortega, Victor E;United States
Levin, Albert M;United States
Eng, Celeste;United States
Yazdanbakhsh, Maria;Netherlands
Wilson, James G;United States
Marrugo, Javier;Colombia
Lange, Leslie A;United States
Williams, L Keoki;United States
Watson, Harold;Barbados
Ware, Lorraine B;United States
Olopade, Christopher O;United States
Olopade, Olufunmilayo;United States
Oliveira, Ricardo R;Brazil
Ober, Carole;United States
Nicolae, Dan L;United States
Meyers, Deborah A;United States
Mayorga, Alvaro;Honduras
Knight-Madden, Jennifer;Jamaica
Hartert, Tina;United States
Hansel, Nadia N;United States
Foreman, Marilyn G;United States
Ford, Jean G;United States
Faruque, Mezbah U;United States
Dunston, Georgia M;United States
Caraballo, Luis;Colombia
Burchard, Esteban G;United States
Bleecker, Eugene R;United States
Araujo, Maria I;Brazil
Herrera-Paz, Edwin F;Honduras
Campbell, Monica;United States
Foster, Cassandra;United States
Taub, Margaret A;United States
Beaty, Terri H;United States
Ruczinski, Ingo;United States
Mathias, Rasika A;United States
Barnes, Kathleen C;United States
Perrin, Elena;Italy
Burne, Robert A;United States
Mariet, Jean-François;France
Freschi, Luca;Canada
Jeukens, Julie;Canada
Charette, Steve J;Canada
Lamble, Sarah;United Kingdom
Fani, Renato;Italy
Baldi, Franco;Italy
Hiller, N Luisa;United States
Laing, Chad;Canada
Chaudhari, Narendrakumar M;India
Gupta, Vinod Kumar;India
Dutta, Chitra;India
Mih, Nathan;United States
Nizet, Victor;United States
Bacci, Giovanni;Italy
Bazzicalupo, Marco;Italy
Chan, Chon-Kit Kenneth;Australia
Checcucci, Alice;Italy
Fondi, Marco;Italy
Whiteside, Matthew D;Canada
Yang, Ming;China
Wang, Jinyue;China
Yu, Jun;China
Wu, Jiayan;China
Kiu, Raymond;United Kingdom
Inman, Jason M;United States
Beck, Erin;United States
Brinkac, Lauren M;United States
Rodriguez-R, Luis M;United States
Ramaraj, Thiruvarangan;Unknown
Mudge, Joann;Unknown
Barad, Omer;Israel
Soifer, Ilya;Israel
Stein, Joshua C;United States
Dornas, Fábio P;Brazil
Collins, Fergus W J;Ireland
Rea, Mary C;Ireland
Holley, Guillaume;Germany
Dick, Gregory J;United States
Davis, Timothy W;United States
Watson, Susan B;Canada
Yu, Jie;China
Song, Yuqin;China
Zhu, Chuanrang;China
Li, Wenjun;China
Xu, Qun;China
Wang, Zi-Xuan;China
Hartmann, Fanny E;France
Välimäki, Niko;Finland
Wu, Zhichao;China
Zheng, Tianqing;China
Fuentes, Roven Rommel;Philippines
Mansueto, Locedie;Philippines
Sanciangco, Millicent;Philippines
Palis, Kevin Christian;Philippines
Fu, Binying;China
Gao, Yongming;China
Zhao, Xiuqin;China
Cui, Xiao;China
Yu, Hong;China
Chen, Miaolin;China
Detras, Jeffrey;Philippines
Zhou, Yongli;China
Zhang, Xinyuan;China
Li, Rui;China
Jia, Ben;China
He, Xianchang;China
Dong, Zhaotong;China
Li, Yanhong;China
Wang, Miao;China
Hu, Wushu;China
Poliakov, Alexander;United States
Dubchak, Inna;United States
Ulat, Victor Jun;Philippines
Borja, Frances Nikki;Philippines
Mendoza, John Robert;Philippines
Ali, Jauhar;Philippines
Yue, Zhen;China
Naredo, Ma Elizabeth B;Philippines
Wang, Xueqiang;China
Li, Jinjie;China
Glaszmann, Jean-Christophe;France
Hamilton, Ruaraidh Sackville;Philippines
Zhang, Gengyun;China
Palva, Airi;Finland
Thompson, Cristiane C;Brazil
Thompson, Fabiano L;Brazil
Zurawski, Jeffrey V;United States
Elkins, James G;United States
Kelly, Robert M;United States
Castillo, Daniel;Denmark
Madsen, Lone;Denmark
Mansfeldt, Cresten B;United States
Rowe, Annette R;United States
Richardson, Ruth E;United States
Yang, Junhui;China
Kang, Yu;China
Zhang, Dao-Feng;China
Assis, Felipe L;Brazil
Scola, Bernard La;France
Gordon, Sean P;United States
Kaas, Rolf S;Denmark
Montenegro, Juan D;Australia
Bernhardt, Jörg;Germany
Hennig, André;Germany
Nieselt, Kay;Germany
Gevers, Dirk;United States
Bergsveinson, Jordyn;Canada
Ziola, Barry;Canada
Duffy, Brion;Switzerland
Lee, Jun-Yeong;Korea, Democratic People's Republic of
Han, Geon Goo;Korea, Democratic People's Republic of
Kim, Eun Bae;South Korea
Choi, Yun-Jaie;South Korea
Touchon, Marie;France
Bolotin, Evgeni;Israel
Hershberg, Ruth;Israel
Ferrario, Chiara;Italy
Ngugi, David Kamanda;Saudi Arabia
Stingl, Ulrich;Saudi Arabia
Kayansamruaj, Pattanapon;Thailand
Rodkhum, Channarong;Thailand
Howell, Kate J;United Kingdom
Weinert, Lucy A;United Kingdom
Peters, Sarah E;United Kingdom
Chaudhuri, Roy R;United Kingdom
Luan, Shi-Lu;United Kingdom
Angen, Øystein;Norway
Aragon, Virginia;Spain
Williamson, Susanna M;United Kingdom
Langford, Paul R;United Kingdom
Rycroft, Andrew N;United Kingdom
Wren, Brendan W;United Kingdom
Maskell, Duncan J;United Kingdom
Tucker, Alexander W;United Kingdom
Guimarães, Luis Carlos;Brazil
MacArthur, Iain;United Kingdom
Anastasi, Elisa;United Kingdom
Alvarez, Sonsiray;United Kingdom
Scortti, Mariela;United Kingdom
Vázquez-Boland, José A;United Kingdom
Harris, Simon R;United Kingdom
Middelboe, Mathias;Denmark
Spini, Giulia;Italy
Guimarães, Luís C;Brazil
Barbe, Valérie;France
Humbert, Jean-François;France
Orlandini, Valerio;Italy
Maida, Isabel;Italy
de Pascale, Donatella;Italy
Tutino, Maria Luisa;Italy
Lo Giudice, Angelina;Italy
Liu, Yen-Yi;Taiwan, Province of China
Chiou, Chien-Shun;Taiwan, Province of China
Merhej, V;France
Robert, C;France
Raoult, D;France
La Scola, B;France
Beller, Timo;Germany
Baddam, Ramani;India
Shaik, Sabiha;India
Ahmed, Niyaz;India
Shen, Mengyu;China
Le, Shuai;China
Shen, Wei;China
Yang, Yuhui;China
Zhu, Hongbin;China
Li, Shu;China
Rao, Xiancai;China
Hu, Fuquan;China
Lu, Shuguang;China
Sternes, Peter R;Australia
Dean, Deborah;United States
Sun, Shixiang;China
Zhang, Zhang;China
Pinosio, Sara;Italy
Marroni, Fabio;Italy
Morgante, Michele;Italy
Wels, Michiel;Netherlands
Smokvina, Tamara;France
Goesmann, Alexander;Germany
Florczak-Wyspianska, Jolanta;Brazil
de Jesus, Leandro Benevides;Brazil
Ramos, Rommel Thiago Jucá;Brazil
Frandi, Antonio;Switzerland
Théraulaz, Laurence;Switzerland
Greub, Gilbert;Switzerland
Viollier, Patrick H;Switzerland
Upadhyaya, Narayana M;Australia
Park, Robert F;Australia
Dodds, Peter N;Australia
Herrera-Estrella, Luis;Mexico
Walter, Jens;Canada
Juge, Nathalie;United Kingdom
Kanehisa, Minoru;Japan
Sato, Yoko;Japan
Song, Giltae;United States
Demeter, Janos;United States
Wassenaar, Trudy M;Germany
Hauser, Loren;United States
Land, Miriam;United States
Schadt, Christopher W;United States
Ussery, David W;United States
Tay, Chin Yen;Australia
Perkins, Timothy T;Australia
Chang, Barbara J;Australia
Allender, Christopher J;United States
Currie, Bart J;Australia
Keim, Paul;United States
Tuanyok, Apichai;United States
Rouli, L;France
Robert, Catherine;France
Brilli, Matteo;Italy
Moretto, Marco;Italy
Engelen, Kristof;Italy
Pini, Francesco;France
Biondi, Emanuele G;France
Roach, David J;United States
Lee, Choli;United States
Stackhouse, Bethany;United States
Butler-Wu, Susan M;United States
Cookson, Brad T;United States
Shendure, Jay;United States
Salipante, Stephen J;United States
Dickins, Benjamin J A;Unknown
Engel, Stacia;Unknown
Gallagher, Jennifer;Unknown
Choe, Kisurb;Unknown
Dunn, Barbara;Unknown
Snyder, Michael;Unknown
Sangwan, Naseer;India
Sharma, Anukriti;India
Khurana, Paramjit;India
Khurana, Jitendra P;India
Snipen, Lars;Norway
Jiang, Jingwei;China
Leung, Frederick C;China
Hassan, Syed S;Brazil
Miyoshi, Anderson;Brazil
Hu, Fen Z;United States
Wang, Jun;Denmark
Medini, Duccio;Italy
Riley, David R;United States
Lee, Hayan;Unknown
D'Auria, Giuseppe;Spain
Moya, Andrés;Spain
Mocali, Stefano;Unknown
Zhou, Guangyu;China
Chouvarine, Philippe;Unknown
Cramer, Nina;Unknown
Davenport, Colin F;Unknown
Wiehlmann, Lutz;Unknown
Pagnier, Isabelle;France
Palmer, Sara R;Unknown
Qin, Xiang;Unknown
Weinstock, George M;Unknown
Highlander, Sarah K;Unknown
Fournous, Ghislain;Unknown
Papaleo, Maria Cristiana;Italy
van Hylckama Vlieg, Johan E T;Unknown
Siezen, Roland J;Unknown
Guy, Lionel;Sweden
Foroni, Elena;Unknown
Sodergren, Erica;Unknown
Zeng, Lin;Unknown
Trost, Eva;Unknown
Pinto, Anne C;Unknown
Barbosa, Eudes G V;Unknown
Dorella, Fernanda A;Unknown
Bakhtiar, Syeda M;Unknown
Pereira, Ulisses P;Unknown
Abreu, Vinicius A C;Unknown
Schneider, Maria P C;Unknown
Tauch, Andreas;Unknown
Lefébure, Tristan;Unknown
Bitar, Paulina D Pavinski;Unknown
Friis, Carsten;Unknown
Latorre, Amparo;Unknown
Horvath, Philippe;Unknown
Barrangou, Rodolphe;Unknown
Steele, James L;Unknown
Almeida, Sintia S;Unknown
Carneiro, Adriana R;Unknown
Schneider, Maria P;Unknown
Rocha, Flavia S;Unknown
Radune, Diana;Unknown
Durkin, A Scott;Unknown
Gu, Jianying;Unknown
Wang, Yufeng;Unknown
Castellanos, Elena;Spain
Aranaz, Alicia;Unknown
de Juan, Lucia;Unknown
Dominguez, Lucas;Unknown
Linedale, Richard;Unknown
Bull, Tim J;Unknown
Villegas, Andre;Unknown
Taboada, Eduardo N;Unknown
Kropinski, Andrew;Unknown
Thomas, James E;Unknown
Muzzi, Alessandro;Italy
Donati, Claudio;Unknown
Dunning Hotopp, Julie C;Unknown
Fournier, Gregory P;Unknown
Lapierre, Pascal;Unknown
Gogarten, J Peter;Unknown
Nishimura, Marc T;Unknown
Jones, Corbin D;Unknown
Dangl, Jeffery L;Unknown
Zhang, Yongxiang;Unknown
Angiuoli, Samuel V;United States
van Aartsen, Jon Jurriaan;United Kingdom
Rajakumar, Kumar;Unknown
Lucas, Susan;Unknown
Ivanova, Natalia;Unknown
Mornico, Damien;Unknown
Hallin, Peter F;Unknown
Riley, David;United States
Madupu, Ramana;Unknown
Bayjanov, Jumamurat R;Netherlands
